CNTSCHID,CNTSTUID,STRATUM,REPEAT,WORKPAY,DURECEC,SISCO,SCHRISK,INFOSEEK,ESCS,ICTSCH,ICTAVSCH,ICTQUAL,ICTENQ,MPVMATH,MPVREAD,MPVSCIE
50400090,50400010,MAR07,1,0,2,9,-0.6386,-1.1032,-3.4101,0.4062,7,-0.9506,-1.1888,360.7534,373.9091,401.1192
50400090,50400018,MAR07,1,0,0,9,-0.6386,-1.1032,-2.1388,0.4062,7,-0.6337,-0.8194,384.2333,345.0214,390.9857
50400150,50400023,MAR07,1,1,2,1,0.5348,0.79,-0.706,0.4062,7,-0.4903,1.2282,354.1891,367.914,361.7933
50400083,50400025,MAR07,0,0,1,9,-0.6386,-1.1032,-3.4418,0.4062,7,0.0498,-0.9085,415.5191,408.3528,433.3712
50400086,50400038,MAR07,1,0,2,9,1.6186,-1.1032,-1.0207,-1.1102,6,-0.8865,0.2205,294.222,281.5607,288.2013
50400090,50400042,MAR07,0,2,1,9,-0.6386,-1.1032,-2.9541,0.4062,7,-0.0618,-0.6094,397.179,365.1903,430.8921
50400095,50400046,MAR07,1,0,2,9,0.5348,-1.1032,-3.4736,0.4062,7,-1.1545,-0.8279,373.4474,417.7116,423.9694
50400171,50400048,MAR07,0,0,1,1,-0.6386,0.7521,-1.3754,0.4062,7,-1.4558,0.6617,334.1906,334.6396,355.2677
50400175,50400050,MAR07,1,7,2,9,0.5348,-1.1032,-0.9409,0.4062,7,-0.1678,-0.0849,329.9241,321.4573,359.9244
50400036,50400051,MAR07,0,0,3,9,-0.6386,-1.1032,-2.9686,-2.9178,3,-0.8436,-0.7852,441.3782,407.1417,442.8291
50400095,50400057,MAR07,1,0,1,9,-0.6386,-1.1032,-1.8114,0.4062,7,-0.5497,-0.3584,302.0491,293.8789,281.3648
50400036,50400062,MAR07,0,10,0,9,1.2062,1.0678,-2.6154,0.4062,7,-0.5573,0.3109,402.3047,413.1069,393.9342
50400036,50400067,MAR07,0,0,4,9,-0.6386,-1.1032,-1.8116,0.4062,7,-1.1068,-1.0276,388.6038,361.448,370.1965
50400150,50400091,MAR07,1,10,1,1,1.2046,0.6019,-1.5488,0.4062,7,1.7489,0.9825,305.9817,296.3598,322.3489
50400097,50400094,MAR07,1,1,2,9,1.8348,-1.1032,-3.5491,0.4062,7,-2.8028,-2.3763,294.5382,264.133,313.6963
50400064,50400107,MAR07,0,0,0,1,-0.6386,-1.2064,-1.8654,0.4062,7,-1.128,-1.2389,442.4672,395.7846,475.9439
50400051,50400110,MAR07,0,0,2,9,0.181,-1.1032,-0.8759,0.4062,7,-1.5207,-0.9211,496.0366,472.364,492.9808
50400149,50400121,MAR07,0,5,2,9,1.6186,-1.1032,0.5124,0.3243,6,-0.8352,0.7125,438.7616,460.5246,433.5739
50400149,50400123,MAR07,0,10,0,1,-0.6386,-1.0632,-2.6571,0.2098,6,-1.1789,-0.7627,417.8147,471.7246,429.3604
50400149,50400126,MAR07,0,6,2,9,0.5348,-1.1032,-2.0893,0.4062,7,0.2562,-0.5283,432.7822,423.2368,443.9152
50400083,50400127,MAR07,0,0,2,9,-0.6386,2.5505,0.2606,0.4062,7,0.6059,1.3409,357.4274,367.3311,382.5342
50400173,50400129,MAR07,0,0,4,9,-0.6386,-1.1032,-0.8485,0.2604,6,0.3623,-2.3763,396.4846,356.2694,381.6211
50400149,50400140,MAR07,0,0,2,1,-0.6386,0.9983,-1.5794,-2.2625,4,-0.9786,0.5633,457.6088,510.6271,442.1087
50400036,50400149,MAR07,0,5,2,1,-0.4419,-1.1032,-3.6073,0.4062,7,-2.8028,-2.3763,349.0949,288.2641,341.7972
50400175,50400154,MAR07,1,0,3,9,-0.6386,-1.1032,-3.0453,-2.6216,3,1.2841,-0.2791,312.7383,298.7571,298.129
50400132,50400161,MAR07,0,0,2,9,-0.6386,-1.1032,-2.1484,0.4062,7,-2.8028,-1.3097,408.254,371.9078,402.3314
50400051,50400165,MAR07,0,3,3,9,0.9993,1.3712,-0.351,0.4062,7,-0.7458,-0.3964,461.1041,489.6143,481.6618
50400171,50400173,MAR07,0,2,2,9,-0.6386,-1.1032,-3.5786,-3.7783,1,-2.8028,-1.2642,380.1425,386.3582,388.7434
50400124,50400179,MAR07,1,5,2,1,1.5658,1.1286,-2.5546,0.4062,7,1.7678,0.9564,319.0754,287.0819,330.3575
50400145,50400186,MAR07,1,0,1,9,2.6536,-1.1032,-4.6933,0.4062,7,-2.8028,-1.7846,353.2895,358.7936,351.7621
50400015,50400190,MAR07,0,10,0,1,0.5348,0.1437,-3.7408,0.4062,7,-0.413,0.1985,368.1539,303.0953,346.8361
50400064,50400208,MAR07,0,1,4,9,1.8634,0.5066,-0.9527,0.4062,7,-0.198,0.176,325.4362,245.1477,311.8712
50400004,50400214,MAR07,0,0,0,9,1.6186,-1.1032,-3.1664,0.4062,7,-2.8028,-1.3071,412.5632,429.4371,415.6753
50400075,50400224,MAR07,1,0,0,1,-0.6386,0.321,-2.0958,0.4062,7,-1.8427,-0.3955,279.859,261.1409,313.6143
50400095,50400226,MAR07,9,0,2,9,-0.6386,-1.1032,-4.1662,0.1606,4,-0.715,-0.92,279.7439,221.1819,300.4033
50400086,50400229,MAR07,1,8,2,9,0.5348,-1.1032,-0.6054,0.4062,7,1.0209,0.8519,304.6648,284.2681,279.2375
50400075,50400231,MAR07,1,0,0,1,-0.6386,1.2989,-4.8263,-1.8568,4,-0.8803,-0.3256,342.1002,356.1411,388.0753
50400095,50400238,MAR07,1,0,2,9,-0.6386,-1.1032,-2.145,0.4062,7,-0.9232,-1.2229,294.5295,286.4182,304.2204
50400095,50400239,MAR07,1,0,2,9,1.6458,-1.1032,0.9477,-5.6242,0,2.8889,3.7481,294.1935,271.9945,280.0948
50400090,50400246,MAR07,1,10,2,9,1.2046,-1.1032,-3.1395,0.3243,6,2.0995,1.9955,345.9376,290.9603,335.3932
50400037,50400251,MAR07,0,3,3,9,0.181,-1.1032,-1.2418,0.4062,7,-0.7458,0.1786,464.4967,471.1103,496.7722
50400047,50400285,MAR07,0,10,2,1,0.9993,-1.1032,-2.6343,0.4062,7,-0.4264,-2.3763,372.6769,319.903,375.4475
50400145,50400290,MAR07,0,3,2,9,-0.5807,-1.0952,-0.8546,-1.0247,6,1.2631,1.1838,274.6524,231.4756,299.0815
50400036,50400291,MAR07,0,0,1,1,0.5348,-1.8365,-1.9528,0.2604,6,-1.2787,-2.3763,347.9136,318.5429,330.6886
50400173,50400295,MAR07,0,2,2,9,-0.6386,-1.1032,0.477,0.4062,7,-0.0896,-0.2022,450.8122,419.8422,477.674
50400036,50400303,MAR07,1,0,0,9,-0.6386,-1.1032,-2.7052,-0.5557,4,-2.8028,-2.3763,281.1244,283.0545,309.5719
50400062,50400306,MAR07,1,1,1,9,-0.6386,-1.1032,-0.0731,0.4062,7,0.029,-0.0195,344.4836,292.2946,354.8608
50400015,50400307,MAR07,0,7,2,9,-0.6386,-1.1032,-3.8917,0.4062,7,-0.8352,-0.6236,359.9013,348.9159,375.4764
50400095,50400311,MAR07,1,5,0,1,0.5348,1.0048,-2.6786,0.4062,7,-1.8638,-0.8657,406.3814,428.6317,432.9206
50400086,50400317,MAR07,9,0,2,9,-0.6386,0.4374,0.2137,-1.1809,6,-1.57,-0.3912,258.768,229.1622,249.4767
50400124,50400319,MAR07,0,0,2,9,-0.6386,-1.1032,-2.7967,0.4062,7,-0.1354,0.5694,357.9985,399.8326,375.8207
50400095,50400338,MAR07,1,10,2,9,1.2062,-1.1032,-3.8622,-2.4645,4,-2.1869,-0.1427,333.5139,330.4761,354.9079
50400086,50400343,MAR07,0,0,1,1,0.5348,1.6525,-1.0081,0.4062,7,2.8889,-0.5312,347.5321,310.1519,399.6434
50400175,50400349,MAR07,9,0,2,9,-0.6386,-1.1032,-5.3801,0.4062,7,-2.8028,-2.3763,336.9713,273.5639,320.6503
50400075,50400357,MAR07,0,2,2,9,-0.6386,-1.1032,-3.8428,0.4062,7,-0.4751,-0.4252,345.122,349.9974,357.2253
50400175,50400361,MAR07,0,0,1,9,-0.6386,-1.1032,-2.7733,0.4062,7,-2.1362,-2.3763,382.939,337.3361,396.5507
50400064,50400362,MAR07,0,0,2,9,-0.6386,-1.1032,-1.6975,-0.0967,4,-2.8028,-2.3763,337.0854,350.5028,348.66
50400097,50400378,MAR07,1,7,2,9,1.5406,0.8941,-0.8157,0.4062,7,0.9605,-0.3172,290.4806,245.6741,311.4942
50400150,50400390,MAR07,1,10,2,9,1.8365,-1.1032,-0.8564,-0.7265,6,0.7007,0.5632,278.721,257.6694,295.3526
50400149,50400403,MAR07,0,0,1,9,0.5348,-1.1032,-2.5666,-3.3154,2,-0.7098,-0.9504,452.4075,437.8693,483.7689
50400036,50400406,MAR07,0,0,0,1,-0.6386,0.3663,-1.7531,0.4062,7,-1.5509,1.2049,352.2886,287.0881,361.3202
50400090,50400418,MAR07,0,0,0,9,-0.6386,-1.1032,-3.4907,0.1154,4,-0.9129,-1.4949,348.4317,314.9839,371.335
50400090,50400420,MAR07,1,0,1,9,-0.6386,-1.1032,-0.289,0.4062,7,-0.4464,0.011,318.9437,286.3488,311.2239
50400036,50400433,MAR07,0,0,0,9,1.6458,-1.1032,-3.3509,0.4062,7,-2.8028,-2.3763,318.1473,345.917,337.762
50400051,50400436,MAR07,0,0,2,1,2.2004,-1.4133,-2.2177,0.4062,7,-0.9264,-2.3763,432.1958,404.3389,417.2839
50400124,50400437,MAR07,1,7,2,9,1.8634,-1.1032,0.3599,-3.2834,2,-0.1111,-0.442,337.7456,312.9631,336.269
50400132,50400445,MAR07,0,0,0,9,-0.6386,-1.1032,-3.1391,0.4062,7,-2.8028,-2.3763,382.682,367.2246,412.9778
50400075,50400447,MAR07,1,4,2,1,2.3555,1.1232,-3.5234,0.4062,7,-1.1937,-1.7846,318.6202,307.1111,341.2483
50400121,50400453,MAR07,1,0,2,1,-0.6386,0.5704,-0.9315,0.4062,7,-2.8028,-2.3763,312.9398,301.6247,289.926
50400132,50400460,MAR07,0,5,1,1,-0.6386,0.2428,-2.1705,0.4062,7,1.0409,-0.1571,369.9251,378.9454,373.9751
50400047,50400466,MAR07,1,6,2,1,-0.6386,1.736,-0.8732,-3.2834,2,0.7028,-2.3763,377.6358,402.1791,404.7345
50400149,50400471,MAR07,9,0,2,9,-0.6386,-1.1032,-3.6748,0.4062,7,1.4839,-1.7158,352.6781,348.4005,361.0632
50400075,50400473,MAR07,0,0,2,1,1.2062,0.2139,-1.5549,-2.2743,4,-1.8409,0.7317,320.5367,342.1322,310.827
50400124,50400483,MAR07,1,4,2,9,-0.6386,-1.1032,-3.2734,-2.8526,3,-1.4127,-2.3763,348.6407,363.7106,356.0604
50400121,50400487,MAR07,1,4,1,9,-0.6386,-1.1032,-3.2165,0.4062,7,-1.0009,-0.6086,329.7576,274.0376,288.4521
50400095,50400488,MAR07,1,0,0,9,-0.6386,-1.1032,-2.9276,0.4062,1,-2.8028,-2.3763,307.6913,271.2413,284.8696
50400036,50400493,MAR07,0,0,0,9,0.4456,-1.1032,-3.674,0.4062,1,-1.2511,-2.3763,391.3333,374.3431,373.8561
50400097,50400494,MAR07,1,0,2,9,1.18,-1.1032,-3.0043,0.4062,7,-2.8028,-2.3763,409.5327,374.7073,424.8988
50400037,50400512,MAR07,0,0,2,9,1.2046,-1.1032,-0.3421,0.4062,7,-0.7805,0.4553,443.8168,423.5361,431.0379
50400064,50400519,MAR07,0,0,4,1,0.5348,0.6615,-0.7145,-1.3307,5,-0.7986,-0.7364,412.165,432.1574,463.4332
50400051,50400520,MAR07,0,0,4,9,-0.6386,-1.1032,-1.4415,0.4062,7,-0.8333,-0.7011,397.4369,405.1054,423.0749
50400097,50400525,MAR07,1,6,2,9,2.6536,-1.1032,-6.0687,0.4062,7,2.8889,-2.3763,380.0374,304.1114,360.0653
50400132,50400527,MAR07,0,2,1,9,0.5348,-1.1032,-1.9144,0.4062,7,-1.0256,-0.0581,424.5833,399.9213,438.5339
50400047,50400535,MAR07,0,9,3,1,-0.6386,-0.9463,-3.322,0.4062,7,-0.9129,-0.4069,426.1709,393.9643,397.485
50400015,50400543,MAR07,0,0,0,9,-0.6386,-1.1032,-2.3407,0.4062,7,-0.9978,-0.8873,434.0873,425.0276,489.2289
50400121,50400547,MAR07,1,0,2,9,-0.6386,-1.1032,-3.5966,0.4062,7,-2.8028,-2.3763,337.3327,270.4103,316.7607
50400132,50400565,MAR07,0,10,3,9,1.2046,-1.1032,-2.5365,0.346,6,-0.6905,-0.2613,389.2314,393.0033,370.5486
50400097,50400576,MAR07,1,0,1,9,1.8365,-1.1032,-2.8069,0.4062,7,-1.0715,-1.3848,318.4356,296.6351,298.0533
50400132,50400578,MAR07,0,0,3,9,-0.6386,-1.1032,-2.0505,0.4062,7,-2.8028,-2.3763,431.8984,429.5649,428.4379
50400121,50400585,MAR07,0,0,2,9,-0.6386,-1.1032,-2.8076,0.4062,7,-2.8028,-2.3763,349.0208,326.6413,315.7852
50400145,50400587,MAR07,1,0,1,9,0.5348,-1.1032,-1.8696,0.4062,7,-0.2034,0.6527,341.2629,259.9839,304.4413
50400090,50400589,MAR07,0,0,2,9,-0.6386,-1.1032,-1.8041,0.4062,7,-0.9628,-0.3584,364.7075,365.3537,364.0381
50400051,50400598,MAR07,0,0,4,9,-0.6386,-1.1032,-0.3392,-1.5425,5,-1.4721,-1.2032,453.4218,404.2471,475.3657
50400132,50400616,MAR07,0,0,2,9,-0.6386,-1.1032,-2.8402,0.4062,7,0.3623,-0.6461,396.2873,368.1334,409.5337
50400121,50400617,MAR07,0,0,2,1,-0.6386,-1.9165,-3.189,0.4062,7,-2.8028,-2.3763,378.8463,305.0186,357.5336
50400132,50400620,MAR07,0,4,2,9,-0.6386,-1.1032,-0.8064,0.4062,7,-0.8352,0.4145,400.6457,409.5727,430.455
50400149,50400626,MAR07,0,0,2,9,1.2062,-1.1032,-3.3456,-3.3154,2,-2.8028,-2.3763,381.2469,393.7253,417.6513
50400083,50400643,MAR07,0,0,3,9,0.5348,-1.1032,0.014,-0.7291,6,-0.5256,-2.3763,488.2625,514.06,495.3403
50400064,50400650,MAR07,0,0,3,9,-0.6386,-1.1032,-1.2977,0.4062,7,-0.0598,0.2383,427.8764,369.8318,383.2266
50400047,50400651,MAR07,0,4,2,9,-0.6386,-1.1032,-2.802,0.4062,7,-1.2213,-0.5462,409.9853,335.7863,382.7225
50400036,50400662,MAR07,0,0,2,1,-0.6386,-1.4973,-2.19,-0.8455,5,0.0353,-0.0606,403.7697,451.9537,438.2003
50400171,50400669,MAR07,1,9,2,9,-0.6386,-1.1032,-0.285,0.4062,7,0.3378,-0.3584,333.3891,329.1441,308.0103
50400173,50400693,MAR07,0,0,3,9,1.1039,-1.1032,0.7593,0.4062,7,-0.5496,0.0695,374.6321,355.5105,387.6175
50400037,50400698,MAR07,0,0,3,9,0.5348,-1.1032,0.0621,0.4062,7,-0.3933,0.9002,316.1009,303.0764,300.3194
50400097,50400718,MAR07,1,8,2,9,-0.6386,-1.1032,-3.513,0.4062,7,-2.8028,-2.3763,336.5641,289.4389,354.4932
50400083,50400734,MAR07,1,0,2,9,0.5348,-1.1032,-1.2739,0.4062,7,0.7445,-0.513,379.2636,352.1362,397.4416
50400173,50400740,MAR07,0,1,2,9,0.5348,-1.1032,0.4505,0.4062,7,-2.8028,-2.3763,365.5829,334.4546,349.9437
50400150,50400747,MAR07,1,3,2,9,1.2062,-1.1032,-3.191,0.4062,7,-1.1144,-0.6828,311.2273,281.2477,328.353
50400171,50400775,MAR07,1,0,0,9,-0.6386,-1.1032,-2.955,0.4062,7,-1.1636,-0.4139,375.5548,322.201,359.9773
50400086,50400784,MAR07,1,0,2,9,0.9218,-1.1032,-2.1535,0.4062,7,0.3623,-1.4116,396.6699,351.1286,411.5573
50400004,50400808,MAR07,1,0,1,9,-0.6386,-1.1032,-2.1448,0.4062,7,-0.9436,-2.1848,313.3757,281.6635,317.0631
50400051,50400811,MAR07,0,2,0,9,0.9202,-1.1032,-1.1718,-0.7265,6,-0.4341,0.3048,411.4869,319.3634,380.5396
50400090,50400827,MAR07,0,5,2,9,0.9993,-1.1032,-3.077,0.4062,7,-2.8028,-2.3763,355.8325,305.4264,374.1349
50400004,50400851,MAR07,9,0,2,1,-0.6386,-1.1032,-1.3032,0.4062,7,-2.8028,-2.3763,331.3411,237.6188,334.8046
50400149,50400853,MAR07,0,0,2,9,-0.6386,-1.1032,0.2788,0.4062,7,-0.5938,-0.6201,434.1784,385.2825,405.6134
50400173,50400858,MAR07,1,0,2,9,-0.6386,-1.1032,-1.53,0.4062,7,-1.0009,-2.3763,396.2941,365.1667,360.6961
50400124,50400873,MAR07,0,0,0,9,-0.6386,-1.1032,-3.3437,0.4062,7,-2.8028,-2.3763,439.4344,411.7705,451.3918
50400173,50400883,MAR07,0,0,2,9,0.9993,-1.1032,0.7241,0.4062,7,-1.0154,-0.6448,442.0827,369.2853,427.3744
50400015,50400888,MAR07,0,0,2,9,1.6441,-1.1032,-4.685,0.2098,6,-0.2777,0.2593,388.0707,309.843,400.0371
50400090,50400890,MAR07,0,0,1,9,-0.6386,-1.1032,-2.4875,0.4062,7,-0.1308,-0.4247,399.2384,404.4135,409.1758
50400095,50400905,MAR07,1,7,0,9,2.3555,-1.1032,-1.064,0.4062,1,-2.8028,-2.3763,350.208,329.3652,328.0901
50400086,50400907,MAR07,1,0,1,1,0.5348,1.2981,-2.5065,0.4062,7,-1.2334,2.5971,423.8323,328.1194,320.9983
50400121,50400908,MAR07,0,0,2,9,-0.6386,-1.1032,-0.7299,0.4062,1,-2.8028,-2.3763,272.4612,217.1017,259.7791
50400149,50400919,MAR07,0,1,2,9,1.2046,-1.1032,-0.2753,0.4062,7,-0.7583,-0.4971,477.3714,501.3622,486.6287
50400097,50400929,MAR07,1,0,0,9,-0.6386,-1.1032,-2.261,0.1884,5,0.4039,-2.3763,295.2886,288.7428,319.1149
50400124,50400934,MAR07,0,0,2,9,-0.6386,-1.1032,-3.7157,0.4062,7,-0.6281,-0.8917,325.3639,344.3963,359.4224
50400090,50400952,MAR07,1,0,2,1,-0.6386,-0.9808,-2.5788,0.4062,1,-0.8643,-2.3763,297.4923,300.703,304.1551
50400175,50400953,MAR07,1,0,1,1,0.4139,1.2703,-1.33,0.4062,7,-0.2655,-0.129,276.6452,290.4944,314.0887
50400051,50400958,MAR07,0,2,4,9,0.5348,-1.1032,0.0791,0.4062,7,-2.8028,-2.3763,473.0589,429.2952,480.8567
50400097,50400964,MAR07,1,0,0,9,1.2062,-1.1032,-3.1418,0.4062,7,-2.8028,-2.3763,296.7229,291.51,330.7374
50400175,50400978,MAR07,1,0,3,9,1.6441,-1.1032,-3.534,-1.5678,5,-0.6146,-1.0097,389.2981,359.2152,432.5338
50400051,50400979,MAR07,0,5,4,1,-0.6386,0.4213,-1.176,0.4062,7,-0.8352,-0.9756,415.4441,469.2023,405.6194
50400047,50400987,MAR07,0,6,1,1,-0.6386,-0.7011,-3.595,0.4062,7,-1.6835,-2.3763,390.3973,375.3547,395.7728
50400173,50400989,MAR07,0,0,1,9,1.8348,-1.1032,-0.4636,-0.7265,6,-0.3378,-2.3763,475.3835,457.1056,450.5627
50400075,50400991,MAR07,0,0,0,9,-0.6386,-1.1032,-1.5152,0.4062,7,-1.3592,-2.3763,315.8565,299.6801,300.1557
50400124,50400995,MAR07,1,10,2,9,1.6458,-1.1032,-1.8592,0.2098,6,-0.5659,0.0033,283.5335,284.7231,318.359
50400015,50400998,MAR07,0,0,4,9,-0.6386,-1.1032,-2.143,0.3387,6,-0.8721,0.3012,421.1756,394.4329,445.2328
50400145,50401003,MAR07,1,0,1,9,1.2062,-1.1032,-3.3966,0.4062,7,0.3625,0.5819,368.8006,291.1974,354.0886
50400175,50401016,MAR07,1,0,0,9,-0.6386,-1.1032,-3.7802,0.4062,7,-1.0009,-1.3293,294.5101,246.9549,274.5289
50400004,50401017,MAR07,0,0,1,9,-0.6386,-1.1032,-3.1332,0.4062,7,0.0218,0.8361,342.3123,315.8323,334.4611
50400124,50401023,MAR07,0,0,2,9,0.5348,-1.1032,-1.4177,0.4062,7,-0.0421,-0.543,329.279,332.0538,340.9413
50400149,50401032,MAR07,0,0,2,9,-0.6386,-1.1032,-2.9424,0.4062,7,-2.8028,-0.0401,373.9819,359.4295,373.5659
50400175,50401082,MAR07,1,6,1,1,-0.6386,-1.6343,-3.673,0.4062,7,0.038,-1.4462,399.7885,335.1171,347.9909
50400037,50401089,MAR07,0,0,3,1,0.9993,0.7519,1.2625,0.4062,7,-0.9232,0.3301,520.833,463.5903,567.1707
50400121,50401093,MAR07,1,0,2,9,1.2062,-1.1032,-2.615,0.4062,2,-2.8028,-2.3763,388.0374,340.8274,385.829
50400004,50401097,MAR07,1,0,1,9,-0.6386,-1.1032,-3.9541,0.4062,7,-2.8028,0.3812,316.6659,335.8033,318.2763
50400037,50401100,MAR07,1,0,1,9,1.8365,-1.1032,0.3949,0.4062,7,-0.375,0.7139,442.1218,458.6884,447.4301
50400051,50401105,MAR07,0,0,2,9,-0.6386,-1.1032,1.0621,-4.1572,1,-0.8033,-0.1798,412.8363,353.7694,411.5659
50400047,50401109,MAR07,0,0,1,1,-0.6386,0.0557,-3.4649,-1.4084,5,-0.7897,0.7926,398.2554,361.2186,406.2068
50400124,50401117,MAR07,1,0,0,9,-0.6386,-1.1032,-0.7496,0.4062,7,-0.3181,-0.3507,328.9176,296.9531,320.5118
50400150,50401127,MAR07,1,0,3,1,0.5348,1.338,0.7212,-1.8502,5,0.5876,0.7082,307.9505,341.1454,321.851
50400097,50401138,MAR07,1,0,1,9,0.5348,-1.1032,-2.5796,0.4062,7,-2.8028,-2.3763,288.2167,221.2806,273.2154
50400064,50401162,MAR07,0,2,3,9,0.4437,-1.1032,-1.8267,-0.7265,6,-0.5486,-0.2138,363.405,342.3611,352.7786
50400004,50401165,MAR07,1,2,1,0,0.4437,0.9239,-3.2796,0.4062,7,-2.8028,-2.3763,305.4711,289.2699,302.8498
50400097,50401167,MAR07,1,3,2,9,1.2062,-1.1032,-2.071,-1.3215,5,1.294,-0.1435,348.3866,360.4829,382.2484
50400064,50401170,MAR07,0,0,2,1,-0.6386,-1.1032,-0.08,-5.5869,0,-1.8295,-2.3763,462.3511,427.9813,477.4843
50400051,50401175,MAR07,0,0,2,9,1.18,-1.1032,-0.9642,0.4062,7,-0.4903,-0.3565,423.2043,429.222,411.3352
50400090,50401187,MAR07,1,10,2,9,-0.6386,-1.1032,-2.0347,0.4062,7,-2.1362,-2.3763,339.0881,304.1628,337.0668
50400037,50401193,MAR07,0,2,0,9,-0.6386,-1.1032,-1.8954,0.4062,7,-0.1554,-0.4342,350.1683,285.2047,362.572
50400083,50401194,MAR07,0,0,2,9,0.9993,-1.1032,-1.3187,0.4062,7,1.118,-0.0603,436.5338,477.2026,470.0075
50400064,50401198,MAR07,0,0,1,9,0.5348,-1.1032,-1.9488,0.4062,7,-2.2919,-1.3184,386.4217,387.5211,409.4287
50400145,50401256,MAR07,1,0,1,9,-0.6386,-1.1032,-1.5931,0.4062,7,0.8311,-0.3511,365.2329,338.1642,372.2926
50400150,50401262,MAR07,1,0,3,1,0.9993,1.2868,0.0475,0.4062,7,-0.5053,-0.2802,345.1026,326.4214,373.3609
50400037,50401271,MAR07,0,0,0,9,-0.6386,-1.1032,-0.6888,0.4062,7,-0.4406,0.0488,352.4672,348.2899,371.9996
50400132,50401277,MAR07,0,5,2,9,-0.6386,-1.1032,-1.8112,0.4062,7,-0.5596,-0.5174,361.468,329.08,369.7389
50400173,50401281,MAR07,1,2,2,1,-0.6386,0.5191,-1.2304,-0.5906,3,-0.5227,-2.3763,349.5945,266.3579,293.0203
50400051,50401289,MAR07,0,0,2,9,-0.6386,-1.1032,-2.8807,0.4062,7,-0.8366,-0.7748,516.2058,463.3015,489.8133
50400086,50401300,MAR07,1,1,0,9,1.1039,0.4801,-3.0028,0.4062,7,-0.8585,-0.7961,270.508,210.8007,252.0544
50400075,50401306,MAR07,1,1,2,9,-0.6386,-1.1032,-3.8798,0.4062,7,-2.8028,-2.3763,337.8158,334.2368,377.0592
50400150,50401324,MAR07,1,5,2,1,1.6441,2.2382,-0.1823,0.4062,7,-0.5053,0.3902,404.4611,335.7464,365.6946
50400047,50401342,MAR07,0,0,2,1,-0.6386,2.2551,-3.1805,-2.9278,2,-1.0009,-0.273,418.0771,479.8543,427.0997
50400083,50401361,MAR07,0,0,1,9,-0.6386,-1.1032,-1.0577,0.4062,7,-0.676,-0.4958,510.3837,492.1896,545.1614
50400083,50401362,MAR07,0,0,3,9,-0.6386,-1.1032,0.0796,0.4062,7,-0.9129,-0.6417,440.2353,426.0446,407.9452
50400090,50401363,MAR07,0,0,0,9,-0.6386,-1.1032,-3.6336,-2.6216,3,-0.3358,-2.3763,420.5767,412.6764,450.9244
50400015,50401366,MAR07,1,0,2,9,-0.6386,-1.1032,-0.6545,-2.0617,3,-2.8028,-2.3763,333.2813,306.7715,331.5629
50400051,50401370,MAR07,0,0,4,9,1.8365,-1.1032,0.5977,0.4062,7,-1.9219,0.8343,328.2056,268.6103,337.8678
50400075,50401389,MAR07,0,0,2,9,1.23,-1.1032,-3.5809,0.4062,7,-1.2825,-1.0073,333.6295,280.0335,311.7109
50400075,50401399,MAR07,1,0,0,9,-0.6386,-1.1032,-3.4728,0.4062,7,-2.8028,-2.3763,338.8658,332.7278,366.4831
50400097,50401400,MAR07,9,2,1,9,0.68,-1.1032,-2.2373,0.4062,7,-2.8028,-2.3763,294.5429,311.507,319.0916
50400036,50401404,MAR07,0,0,3,1,-0.6386,0.137,0.4356,0.4062,2,-1.2309,-2.3763,490.8198,451.6862,442.5141
50400095,50401414,MAR07,1,0,2,9,-0.6386,-1.1032,-3.6501,0.4062,7,-2.8028,-2.3763,289.0733,270.9294,286.8374
50400175,50401418,MAR07,0,0,2,9,-0.6386,-1.1032,-2.5829,0.4062,7,-1.3033,-0.839,344.1659,334.5575,346.6585
50400083,50401427,MAR07,0,0,2,9,-0.6386,-1.1032,-1.6083,0.4062,7,-2.1869,-0.5533,427.421,416.8339,427.7112
50400036,50401440,MAR07,0,0,2,0,-0.6386,-1.3681,-0.5972,0.4062,7,-1.2065,-2.3763,386.037,370.5458,411.7732
50400149,50401442,MAR07,0,10,2,9,-0.6386,-1.1032,-2.0996,0.4062,7,-0.283,0.3871,309.6719,297.1835,288.1488
50400083,50401443,MAR07,0,2,1,1,1.18,1.0544,-1.9711,0.4062,7,0.472,-0.2348,462.7376,495.7713,459.9853
50400145,50401445,MAR07,1,0,1,9,-0.6386,-1.1032,-2.5831,0.4062,1,-1.6762,-2.3763,346.824,305.5383,339.8162
50400064,50401447,MAR07,0,7,2,1,-0.6386,0.3254,-0.0624,0.4062,7,-1.0716,-0.8525,412.8121,406.1775,407.4537
50400124,50401468,MAR07,1,0,0,9,-0.6386,-1.1032,-2.7701,0.4062,7,-1.0009,-2.3763,332.1899,310.805,346.3945
50400083,50401470,MAR07,0,0,2,9,-0.6386,-1.1032,-0.9322,0.1606,4,-0.5714,-0.194,363.3375,383.2522,412.0655
50400097,50401471,MAR07,1,0,0,9,-0.6386,-1.1032,-2.611,0.4062,7,-2.8028,-1.7846,293.7773,279.4418,310.2544
50400150,50401483,MAR07,1,10,2,1,-0.6386,0.9824,-2.6707,-2.213,4,0.3623,-1.2308,289.5349,250.2011,366.6
50400064,50401487,MAR07,0,0,1,9,-0.6386,-1.1032,-1.4004,0.4062,7,-0.9219,0.6061,430.8158,459.287,471.974
50400015,50401490,MAR07,0,0,2,9,-0.6386,-1.1032,-1.7021,-0.7291,6,-1.0009,0.1298,448.2742,372.971,434.0386
